year,sector,discipline,status,total
2017,UH,Medisin og helsefag,hybrid_avtale,0
2017,UH,Samfunnsvitenskap,hybrid_avtale,0
2017,UH,Humaniora,hybrid_avtale,0
2017,Institutt,Realfag og teknologi,hybrid_avtale,0
2017,Institutt,Medisin og helsefag,hybrid_avtale,0
2017,Institutt,Samfunnsvitenskap,hybrid_avtale,0
2017,Institutt,Humaniora,hybrid_avtale,0
2017,Helse,Realfag og teknologi,hybrid_avtale,0
2017,Helse,Medisin og helsefag,hybrid_avtale,0
2017,Helse,Samfunnsvitenskap,hybrid_avtale,0
2017,Helse,Humaniora,hybrid_avtale,0
2017,Alle,Alle,grønn,5866
2017,UH,Alle,grønn,3651
2017,Institutt,Alle,grønn,676
2017,Helse,Alle,grønn,1325
2017,Alle,Realfag og teknologi,grønn,2054
2017,Alle,Medisin og helsefag,grønn,1780
2017,Alle,Samfunnsvitenskap,grønn,1286
2017,Alle,Humaniora,grønn,707
2017,UH,Realfag og teknologi,grønn,1373
2017,UH,Medisin og helsefag,grønn,1219
2017,UH,Samfunnsvitenskap,grønn,823
2017,UH,Humaniora,grønn,483
2017,Institutt,Realfag og teknologi,grønn,242
2017,Institutt,Medisin og helsefag,grønn,201
2017,Institutt,Samfunnsvitenskap,grønn,143
2017,Institutt,Humaniora,grønn,79
2017,Helse,Realfag og teknologi,grønn,429
2017,Helse,Medisin og helsefag,grønn,390
2017,Helse,Samfunnsvitenskap,grønn,299
2017,Helse,Humaniora,grønn,145
2017,Alle,Alle,deponert,3
2017,UH,Alle,deponert,2
2017,Institutt,Alle,deponert,0
2017,Helse,Alle,deponert,0
2017,Alle,Realfag og teknologi,deponert,1
2017,Alle,Medisin og helsefag,deponert,1
2017,Alle,Samfunnsvitenskap,deponert,1
2017,Alle,Humaniora,deponert,0
2017,UH,Realfag og teknologi,deponert,1
2017,UH,Medisin og helsefag,deponert,0
2017,UH,Samfunnsvitenskap,deponert,0
2017,UH,Humaniora,deponert,0
2017,Institutt,Realfag og teknologi,deponert,0
2017,Institutt,Medisin og helsefag,deponert,0
2017,Institutt,Samfunnsvitenskap,deponert,0
2017,Institutt,Humaniora,deponert,0
2017,Helse,Realfag og teknologi,deponert,0
2017,Helse,Medisin og helsefag,deponert,0
2017,Helse,Samfunnsvitenskap,deponert,0
2017,Helse,Humaniora,deponert,0
2017,Alle,Alle,lukket,7747
2017,UH,Alle,lukket,5543
2017,Institutt,Alle,lukket,1409
2017,Helse,Alle,lukket,1080
2017,Alle,Realfag og teknologi,lukket,2919
2017,Alle,Medisin og helsefag,lukket,1925
2017,Alle,Samfunnsvitenskap,lukket,1597
2017,Alle,Humaniora,lukket,1152
2017,UH,Realfag og teknologi,lukket,1993
2017,UH,Medisin og helsefag,lukket,1458
2017,UH,Samfunnsvitenskap,lukket,1136
2017,UH,Humaniora,lukket,675
2017,Institutt,Realfag og teknologi,lukket,544
2017,Institutt,Medisin og helsefag,lukket,330
2017,Institutt,Samfunnsvitenskap,lukket,285
2017,Institutt,Humaniora,lukket,198
2017,Helse,Realfag og teknologi,lukket,396
2017,Helse,Medisin og helsefag,lukket,310
2017,Helse,Samfunnsvitenskap,lukket,220
2017,Helse,Humaniora,lukket,160
2018,Alle,Alle,diamant,1286
2018,UH,Alle,diamant,979
2018,Institutt,Alle,diamant,134
2018,Helse,Alle,diamant,185
2018,Alle,Realfag og teknologi,diamant,452
2018,Alle,Medisin og helsefag,diamant,319
2018,Alle,Samfunnsvitenskap,diamant,319
2018,Alle,Humaniora,diamant,203
2018,UH,Realfag og teknologi,diamant,371
2018,UH,Medisin og helsefag,diamant,232
2018,UH,Samfunnsvitenskap,diamant,247
2018,UH,Humaniora,diamant,148
2018,Institutt,Realfag og teknologi,diamant,47
2018,Institutt,Medisin og helsefag,diamant,35
2018,Institutt,Samfunnsvitenskap,diamant,30
2018,Institutt,Humaniora,diamant,18
2018,Helse,Realfag og teknologi,diamant,70
2018,Helse,Medisin og helsefag,diamant,45
2018,Helse,Samfunnsvitenskap,diamant,45
2018,Helse,Humaniora,diamant,26
2018,Alle,Alle,gull,4404
2018,UH,Alle,gull,2868
2018,Institutt,Alle,gull,569
2018,Helse,Alle,gull,759
2018,Alle,Realfag og teknologi,gull,1710
2018,Alle,Medisin og helsefag,gull,1483
2018,Alle,Samfunnsvitenskap,gull,770
2018,Alle,Humaniora,gull,362
2018,UH,Realfag og teknologi,gull,1222
2018,UH,Medisin og helsefag,gull,1119
2018,UH,Samfunnsvitenskap,gull,569
2018,UH,Humaniora,gull,261
2018,Institutt,Realfag og teknologi,gull,235
2018,Institutt,Medisin og helsefag,gull,207
2018,Institutt,Samfunnsvitenskap,gull,106
2018,Institutt,Humaniora,gull,45
2018,Helse,Realfag og teknologi,gull,302
2018,Helse,Medisin og helsefag,gull,270
2018,Helse,Samfunnsvitenskap,gull,138
2018,Helse,Humaniora,gull,64
2018,Alle,Alle,hybrid,1967
2018,UH,Alle,hybrid,1331
2018,Institutt,Alle,hybrid,263
2018,Helse,Alle,hybrid,268
2018,Alle,Realfag og teknologi,hybrid,855
2018,Alle,Medisin og helsefag,hybrid,596
2018,Alle,Samfunnsvitenskap,hybrid,382
2018,Alle,Humaniora,hybrid,149
2018,UH,Realfag og teknologi,hybrid,617
2018,UH,Medisin og helsefag,hybrid,442
2018,UH,Samfunnsvitenskap,hybrid,308
2018,UH,Humaniora,hybrid,113
2018,Institutt,Realfag og teknologi,hybrid,116
2018,Institutt,Medisin og helsefag,hybrid,76
2018,Institutt,Samfunnsvitenskap,hybrid,50
2018,Institutt,Humaniora,hybrid,22
2018,Helse,Realfag og teknologi,hybrid,112
2018,Helse,Medisin og helsefag,hybrid,78
2018,Helse,Samfunnsvitenskap,hybrid,51
2018,Helse,Humaniora,hybrid,24
2018,Alle,Alle,hybrid_avtale,0
2018,UH,Alle,hybrid_avtale,0
2018,Institutt,Alle,hybrid_avtale,0
2018,Helse,Alle,hybrid_avtale,0
2018,Alle,Realfag og teknologi,hybrid_avtale,0
2018,Alle,Medisin og helsefag,hybrid_avtale,0
2018,Alle,Samfunnsvitenskap,hybrid_avtale,0
2018,Alle,Humaniora,hybrid_avtale,0
2018,UH,Realfag og teknologi,hybrid_avtale,0
2018,UH,Medisin og helsefag,hybrid_avtale,0
2018,UH,Samfunnsvitenskap,hybrid_avtale,0
2018,UH,Humaniora,hybrid_avtale,0
2018,Institutt,Realfag og teknologi,hybrid_avtale,0
2018,Institutt,Medisin og helsefag,hybrid_avtale,0
2018,Institutt,Samfunnsvitenskap,hybrid_avtale,0
2018,Institutt,Humaniora,hybrid_avtale,0
2018,Helse,Realfag og teknologi,hybrid_avtale,0
2018,Helse,Medisin og helsefag,hybrid_avtale,0
2018,Helse,Samfunnsvitenskap,hybrid_avtale,0
2018,Helse,Humaniora,hybrid_avtale,0
2018,Alle,Alle,grønn,6660
2018,UH,Alle,grønn,4616
2018,Institutt,Alle,grønn,780
2018,Helse,Alle,grønn,1505
2018,Alle,Realfag og teknologi,grønn,2327
2018,Alle,Medisin og helsefag,grønn,2123
2018,Alle,Samfunnsvitenskap,grønn,1530
2018,Alle,Humaniora,grønn,805
2018,UH,Realfag og teknologi,grønn,1568
2018,UH,Medisin og helsefag,grønn,1270
2018,UH,Samfunnsvitenskap,grønn,933
2018,UH,Humaniora,grønn,577
2018,Institutt,Realfag og teknologi,grønn,282
2018,Institutt,Medisin og helsefag,grønn,240
2018,Institutt,Samfunnsvitenskap,grønn,193
2018,Institutt,Humaniora,grønn,99
2018,Helse,Realfag og teknologi,grønn,532
2018,Helse,Medisin og helsefag,grønn,432
2018,Helse,Samfunnsvitenskap,grønn,302
2018,Helse,Humaniora,grønn,171
2018,Alle,Alle,deponert,11
2018,UH,Alle,deponert,8
2018,Institutt,Alle,deponert,2
2018,Helse,Alle,deponert,2
2018,Alle,Realfag og teknologi,deponert,4
2018,Alle,Medisin og helsefag,deponert,3
2018,Alle,Samfunnsvitenskap,deponert,2
2018,Alle,Humaniora,deponert,2
2018,UH,Realfag og teknologi,deponert,3
2018,UH,Medisin og helsefag,deponert,2
2018,UH,Samfunnsvitenskap,deponert,2
2018,UH,Humaniora,deponert,1
2018,Institutt,Realfag og teknologi,deponert,1
2018,Institutt,Medisin og helsefag,deponert,0
2018,Institutt,Samfunnsvitenskap,deponert,0
2018,Institutt,Humaniora,deponert,0
2018,Helse,Realfag og teknologi,deponert,1
2018,Helse,Medisin og helsefag,deponert,0
2018,Helse,Samfunnsvitenskap,deponert,0
2018,Helse,Humaniora,deponert,0
2018,Alle,Alle,lukket,7090
2018,UH,Alle,lukket,4563
2018,Institutt,Alle,lukket,1336
2018,Helse,Alle,lukket,992
2018,Alle,Realfag og teknologi,lukket,2776
2018,Alle,Medisin og helsefag,lukket,1846
2018,Alle,Samfunnsvitenskap,lukket,1510
2018,Alle,Humaniora,lukket,1039
2018,UH,Realfag og teknologi,lukket,2008
2018,UH,Medisin og helsefag,lukket,1189
2018,UH,Samfunnsvitenskap,lukket,1072
2018,UH,Humaniora,lukket,659
2018,Institutt,Realfag og teknologi,lukket,526
2018,Institutt,Medisin og helsefag,lukket,332
2018,Institutt,Samfunnsvitenskap,lukket,302
2018,Institutt,Humaniora,lukket,192
2018,Helse,Realfag og teknologi,lukket,360
2018,Helse,Medisin og helsefag,lukket,273
2018,Helse,Samfunnsvitenskap,lukket,215
2018,Helse,Humaniora,lukket,151
2019,Alle,Alle,diamant,1314
2019,UH,Alle,diamant,987
2019,Institutt,Alle,diamant,137
2019,Helse,Alle,diamant,191
2019,Alle,Realfag og teknologi,diamant,447
2019,Alle,Medisin og helsefag,diamant,332
2019,Alle,Samfunnsvitenskap,diamant,351
2019,Alle,Humaniora,diamant,197
2019,UH,Realfag og teknologi,diamant,321
2019,UH,Medisin og helsefag,diamant,248
2019,UH,Samfunnsvitenskap,diamant,239
2019,UH,Humaniora,diamant,149
2019,Institutt,Realfag og teknologi,diamant,46
2019,Institutt,Medisin og helsefag,diamant,33
2019,Institutt,Samfunnsvitenskap,diamant,32
2019,Institutt,Humaniora,diamant,18
2019,Helse,Realfag og teknologi,diamant,72
2019,Helse,Medisin og helsefag,diamant,50
2019,Helse,Samfunnsvitenskap,diamant,47
2019,Helse,Humaniora,diamant,31
2019,Alle,Alle,gull,5543
2019,UH,Alle,gull,3632
2019,Institutt,Alle,gull,745
2019,Helse,Alle,gull,969
2019,Alle,Realfag og teknologi,gull,2314
2019,Alle,Medisin og helsefag,gull,1909
2019,Alle,Samfunnsvitenskap,gull,964
2019,Alle,Humaniora,gull,463
2019,UH,Realfag og teknologi,gull,1701
2019,UH,Medisin og helsefag,gull,1357
2019,UH,Samfunnsvitenskap,gull,599
2019,UH,Humaniora,gull,311
2019,Institutt,Realfag og teknologi,gull,293
2019,Institutt,Medisin og helsefag,gull,271
2019,Institutt,Samfunnsvitenskap,gull,132
2019,Institutt,Humaniora,gull,57
2019,Helse,Realfag og teknologi,gull,379
2019,Helse,Medisin og helsefag,gull,327
2019,Helse,Samfunnsvitenskap,gull,167
2019,Helse,Humaniora,gull,74
2019,Alle,Alle,hybrid,2007
2019,UH,Alle,hybrid,1476
2019,Institutt,Alle,hybrid,267
2019,Helse,Alle,hybrid,280
2019,Alle,Realfag og teknologi,hybrid,898
2019,Alle,Medisin og helsefag,hybrid,588
2019,Alle,Samfunnsvitenskap,hybrid,412
2019,Alle,Humaniora,hybrid,164
2019,UH,Realfag og teknologi,hybrid,650
2019,UH,Medisin og helsefag,hybrid,464
2019,UH,Samfunnsvitenskap,hybrid,310
2019,UH,Humaniora,hybrid,113
2019,Institutt,Realfag og teknologi,hybrid,114
2019,Institutt,Medisin og helsefag,hybrid,88
2019,Institutt,Samfunnsvitenskap,hybrid,59
2019,Institutt,Humaniora,hybrid,24
2019,Helse,Realfag og teknologi,hybrid,107
2019,Helse,Medisin og helsefag,hybrid,77
2019,Helse,Samfunnsvitenskap,hybrid,58
2019,Helse,Humaniora,hybrid,24
2019,Alle,Alle,hybrid_avtale,1235
2019,UH,Alle,hybrid_avtale,1030
2019,Institutt,Alle,hybrid_avtale,128
2019,Helse,Alle,hybrid_avtale,147
2019,Alle,Realfag og teknologi,hybrid_avtale,490
2019,Alle,Medisin og helsefag,hybrid_avtale,403
2019,Alle,Samfunnsvitenskap,hybrid_avtale,234
2019,Alle,Humaniora,hybrid_avtale,98
2019,UH,Realfag og teknologi,hybrid_avtale,420
2019,UH,Medisin og helsefag,hybrid_avtale,333
2019,UH,Samfunnsvitenskap,hybrid_avtale,158
2019,UH,Humaniora,hybrid_avtale,82
2019,Institutt,Realfag og teknologi,hybrid_avtale,50
2019,Institutt,Medisin og helsefag,hybrid_avtale,39
2019,Institutt,Samfunnsvitenskap,hybrid_avtale,21
2019,Institutt,Humaniora,hybrid_avtale,10
2019,Helse,Realfag og teknologi,hybrid_avtale,63
2019,Helse,Medisin og helsefag,hybrid_avtale,50
2019,Helse,Samfunnsvitenskap,hybrid_avtale,25
2019,Helse,Humaniora,hybrid_avtale,11
2019,Alle,Alle,grønn,6810
2019,UH,Alle,grønn,4728
2019,Institutt,Alle,grønn,831
2019,Helse,Alle,grønn,1444
2019,Alle,Realfag og teknologi,grønn,2593
2019,Alle,Medisin og helsefag,grønn,1941
2019,Alle,Samfunnsvitenskap,grønn,1490
2019,Alle,Humaniora,grønn,789
2019,UH,Realfag og teknologi,grønn,1539
2019,UH,Medisin og helsefag,grønn,1216
2019,UH,Samfunnsvitenskap,grønn,1049
2019,UH,Humaniora,grønn,583
2019,Institutt,Realfag og teknologi,grønn,305
2019,Institutt,Medisin og helsefag,grønn,228
2019,Institutt,Samfunnsvitenskap,grønn,178
2019,Institutt,Humaniora,grønn,95
2019,Helse,Realfag og teknologi,grønn,549
2019,Helse,Medisin og helsefag,grønn,462
2019,Helse,Samfunnsvitenskap,grønn,325
2019,Helse,Humaniora,grønn,171
2019,Alle,Alle,deponert,7
2019,UH,Alle,deponert,5
2019,Institutt,Alle,deponert,1
2019,Helse,Alle,deponert,1
2019,Alle,Realfag og teknologi,deponert,3
2019,Alle,Medisin og helsefag,deponert,2
2019,Alle,Samfunnsvitenskap,deponert,1
2019,Alle,Humaniora,deponert,1
2019,UH,Realfag og teknologi,deponert,2
2019,UH,Medisin og helsefag,deponert,1
2019,UH,Samfunnsvitenskap,deponert,1
2019,UH,Humaniora,deponert,1
2019,Institutt,Realfag og teknologi,deponert,0
2019,Institutt,Medisin og helsefag,deponert,0
2019,Institutt,Samfunnsvitenskap,deponert,0
2019,Institutt,Humaniora,deponert,0
2019,Helse,Realfag og teknologi,deponert,0
2019,Helse,Medisin og helsefag,deponert,0
2019,Helse,Samfunnsvitenskap,deponert,0
2019,Helse,Humaniora,deponert,0
2019,Alle,Alle,lukket,5793
2019,UH,Alle,lukket,3821
2019,Institutt,Alle,lukket,1086
2019,Helse,Alle,lukket,823
2019,Alle,Realfag og teknologi,lukket,2156
2019,Alle,Medisin og helsefag,lukket,1535
2019,Alle,Samfunnsvitenskap,lukket,1296
2019,Alle,Humaniora,lukket,831
2019,UH,Realfag og teknologi,lukket,1563
2019,UH,Medisin og helsefag,lukket,1057
2019,UH,Samfunnsvitenskap,lukket,925
2019,UH,Humaniora,lukket,566
2019,Institutt,Realfag og teknologi,lukket,428
2019,Institutt,Medisin og helsefag,lukket,279
2019,Institutt,Samfunnsvitenskap,lukket,221
2019,Institutt,Humaniora,lukket,144
2019,Helse,Realfag og teknologi,lukket,313
2019,Helse,Medisin og helsefag,lukket,221
2019,Helse,Samfunnsvitenskap,lukket,164
2019,Helse,Humaniora,lukket,109
2020,Alle,Alle,diamant,1475
2020,UH,Alle,diamant,1145
2020,Institutt,Alle,diamant,141
2020,Helse,Alle,diamant,210
2020,Alle,Realfag og teknologi,diamant,519
2020,Alle,Medisin og helsefag,diamant,393
2020,Alle,Samfunnsvitenskap,diamant,370
2020,Alle,Humaniora,diamant,234
2020,UH,Realfag og teknologi,diamant,413
2020,UH,Medisin og helsefag,diamant,263
2020,UH,Samfunnsvitenskap,diamant,295
2020,UH,Humaniora,diamant,165
2020,Institutt,Realfag og teknologi,diamant,55
2020,Institutt,Medisin og helsefag,diamant,39
2020,Institutt,Samfunnsvitenskap,diamant,36
2020,Institutt,Humaniora,diamant,20
2020,Helse,Realfag og teknologi,diamant,85
2020,Helse,Medisin og helsefag,diamant,51
2020,Helse,Samfunnsvitenskap,diamant,60
2020,Helse,Humaniora,diamant,36
2020,Alle,Alle,gull,6600
2020,UH,Alle,gull,4765
2020,Institutt,Alle,gull,916
2020,Helse,Alle,gull,1195
2020,Alle,Realfag og teknologi,gull,2753
2020,Alle,Medisin og helsefag,gull,2267
2020,Alle,Samfunnsvitenskap,gull,1168
2020,Alle,Humaniora,gull,492
2020,UH,Realfag og teknologi,gull,1862
2020,UH,Medisin og helsefag,gull,1602
2020,UH,Samfunnsvitenskap,gull,813
2020,UH,Humaniora,gull,382
2020,Institutt,Realfag og teknologi,gull,349
2020,Institutt,Medisin og helsefag,gull,320
2020,Institutt,Samfunnsvitenskap,gull,159
2020,Institutt,Humaniora,gull,63
2020,Helse,Realfag og teknologi,gull,425
2020,Helse,Medisin og helsefag,gull,355
2020,Helse,Samfunnsvitenskap,gull,205
2020,Helse,Humaniora,gull,91
2020,Alle,Alle,hybrid,2261
2020,UH,Alle,hybrid,1723
2020,Institutt,Alle,hybrid,304
2020,Helse,Alle,hybrid,297
2020,Alle,Realfag og teknologi,hybrid,993
2020,Alle,Medisin og helsefag,hybrid,717
2020,Alle,Samfunnsvitenskap,hybrid,440
2020,Alle,Humaniora,hybrid,179
2020,UH,Realfag og teknologi,hybrid,634
2020,UH,Medisin og helsefag,hybrid,532
2020,UH,Samfunnsvitenskap,hybrid,313
2020,UH,Humaniora,hybrid,130
2020,Institutt,Realfag og teknologi,hybrid,122
2020,Institutt,Medisin og helsefag,hybrid,102
2020,Institutt,Samfunnsvitenskap,hybrid,59
2020,Institutt,Humaniora,hybrid,25
2020,Helse,Realfag og teknologi,hybrid,137
2020,Helse,Medisin og helsefag,hybrid,100
2020,Helse,Samfunnsvitenskap,hybrid,69
2020,Helse,Humaniora,hybrid,25
2020,Alle,Alle,hybrid_avtale,3820
2020,UH,Alle,hybrid_avtale,3081
2020,Institutt,Alle,hybrid_avtale,364
2020,Helse,Alle,hybrid_avtale,453
2020,Alle,Realfag og teknologi,hybrid_avtale,1514
2020,Alle,Medisin og helsefag,hybrid_avtale,1221
2020,Alle,Samfunnsvitenskap,hybrid_avtale,679
2020,Alle,Humaniora,hybrid_avtale,325
2020,UH,Realfag og teknologi,hybrid_avtale,1134
2020,UH,Medisin og helsefag,hybrid_avtale,929
2020,UH,Samfunnsvitenskap,hybrid_avtale,530
2020,UH,Humaniora,hybrid_avtale,260
2020,Institutt,Realfag og teknologi,hybrid_avtale,172
2020,Institutt,Medisin og helsefag,hybrid_avtale,112
2020,Institutt,Samfunnsvitenskap,hybrid_avtale,71
2020,Institutt,Humaniora,hybrid_avtale,31
2020,Helse,Realfag og teknologi,hybrid_avtale,211
2020,Helse,Medisin og helsefag,hybrid_avtale,143
2020,Helse,Samfunnsvitenskap,hybrid_avtale,81
2020,Helse,Humaniora,hybrid_avtale,34
2020,Alle,Alle,grønn,5417
2020,UH,Alle,grønn,3386
2020,Institutt,Alle,grønn,682
2020,Helse,Alle,grønn,1184
2020,Alle,Realfag og teknologi,grønn,1995
2020,Alle,Medisin og helsefag,grønn,1657
2020,Alle,Samfunnsvitenskap,grønn,1208
2020,Alle,Humaniora,grønn,606
2020,UH,Realfag og teknologi,grønn,1361
2020,UH,Medisin og helsefag,grønn,1018
2020,UH,Samfunnsvitenskap,grønn,728
2020,UH,Humaniora,grønn,435
2020,Institutt,Realfag og teknologi,grønn,214
2020,Institutt,Medisin og helsefag,grønn,205
2020,Institutt,Samfunnsvitenskap,grønn,135
2020,Institutt,Humaniora,grønn,74
2020,Helse,Realfag og teknologi,grønn,461
2020,Helse,Medisin og helsefag,grønn,345
2020,Helse,Samfunnsvitenskap,grønn,244
2020,Helse,Humaniora,grønn,154
2020,Alle,Alle,deponert,34
2020,UH,Alle,deponert,22
2020,Institutt,Alle,deponert,5
2020,Helse,Alle,deponert,5
2020,Alle,Realfag og teknologi,deponert,13
2020,Alle,Medisin og helsefag,deponert,8
2020,Alle,Samfunnsvitenskap,deponert,6
2020,Alle,Humaniora,deponert,5
2020,UH,Realfag og teknologi,deponert,9
2020,UH,Medisin og helsefag,deponert,5
2020,UH,Samfunnsvitenskap,deponert,5
2020,UH,Humaniora,deponert,3
2020,Institutt,Realfag og teknologi,deponert,2
2020,Institutt,Medisin og helsefag,deponert,1
2020,Institutt,Samfunnsvitenskap,deponert,1
2020,Institutt,Humaniora,deponert,1
2020,Helse,Realfag og teknologi,deponert,2
2020,Helse,Medisin og helsefag,deponert,1
2020,Helse,Samfunnsvitenskap,deponert,1
2020,Helse,Humaniora,deponert,1
2020,Alle,Alle,lukket,4838
2020,UH,Alle,lukket,3296
2020,Institutt,Alle,lukket,823
2020,Helse,Alle,lukket,678
2020,Alle,Realfag og teknologi,lukket,1953
2020,Alle,Medisin og helsefag,lukket,1177
2020,Alle,Samfunnsvitenskap,lukket,1107
2020,Alle,Humaniora,lukket,712
2020,UH,Realfag og teknologi,lukket,1256
2020,UH,Medisin og helsefag,lukket,848
2020,UH,Samfunnsvitenskap,lukket,791
2020,UH,Humaniora,lukket,420
2020,Institutt,Realfag og teknologi,lukket,330
2020,Institutt,Medisin og helsefag,lukket,222
2020,Institutt,Samfunnsvitenskap,lukket,199
2020,Institutt,Humaniora,lukket,122
2020,Helse,Realfag og teknologi,lukket,278
2020,Helse,Medisin og helsefag,lukket,161
2020,Helse,Samfunnsvitenskap,lukket,137
2020,Helse,Humaniora,lukket,97
2021,Alle,Alle,diamant,1508
2021,UH,Alle,diamant,1062
2021,Institutt,Alle,diamant,146
2021,Helse,Alle,diamant,230
2021,Alle,Realfag og teknologi,diamant,531
2021,Alle,Medisin og helsefag,diamant,368
2021,Alle,Samfunnsvitenskap,diamant,403
2021,Alle,Humaniora,diamant,227
2021,UH,Realfag og teknologi,diamant,392
2021,UH,Medisin og helsefag,diamant,289
2021,UH,Samfunnsvitenskap,diamant,260
2021,UH,Humaniora,diamant,176
2021,Institutt,Realfag og teknologi,diamant,57
2021,Institutt,Medisin og helsefag,diamant,39
2021,Institutt,Samfunnsvitenskap,diamant,40
2021,Institutt,Humaniora,diamant,24
2021,Helse,Realfag og teknologi,diamant,75
2021,Helse,Medisin og helsefag,diamant,56
2021,Helse,Samfunnsvitenskap,diamant,53
2021,Helse,Humaniora,diamant,33
2021,Alle,Alle,gull,8055
2021,UH,Alle,gull,5602
2021,Institutt,Alle,gull,1035
2021,Helse,Alle,gull,1292
2021,Alle,Realfag og teknologi,gull,3189
2021,Alle,Medisin og helsefag,gull,2884
2021,Alle,Samfunnsvitenskap,gull,1345
2021,Alle,Humaniora,gull,613
2021,UH,Realfag og teknologi,gull,2446
2021,UH,Medisin og helsefag,gull,1803
2021,UH,Samfunnsvitenskap,gull,1022
2021,UH,Humaniora,gull,414
2021,Institutt,Realfag og teknologi,gull,385
2021,Institutt,Medisin og helsefag,gull,384
2021,Institutt,Samfunnsvitenskap,gull,189
2021,Institutt,Humaniora,gull,85
2021,Helse,Realfag og teknologi,gull,557
2021,Helse,Medisin og helsefag,gull,485
2021,Helse,Samfunnsvitenskap,gull,225
2021,Helse,Humaniora,gull,101
2021,Alle,Alle,hybrid,2994
2021,UH,Alle,hybrid,2111
2021,Institutt,Alle,hybrid,429
2021,Helse,Alle,hybrid,434
2021,Alle,Realfag og teknologi,hybrid,1322
2021,Alle,Medisin og helsefag,hybrid,926
2021,Alle,Samfunnsvitenskap,hybrid,638
2021,Alle,Humaniora,hybrid,243
2021,UH,Realfag og teknologi,hybrid,879
2021,UH,Medisin og helsefag,hybrid,657
2021,UH,Samfunnsvitenskap,hybrid,406
2021,UH,Humaniora,hybrid,178
2021,Institutt,Realfag og teknologi,hybrid,166
2021,Institutt,Medisin og helsefag,hybrid,116
2021,Institutt,Samfunnsvitenskap,hybrid,90
2021,Institutt,Humaniora,hybrid,33
2021,Helse,Realfag og teknologi,hybrid,185
2021,Helse,Medisin og helsefag,hybrid,128
2021,Helse,Samfunnsvitenskap,hybrid,89
2021,Helse,Humaniora,hybrid,36
2021,Alle,Alle,hybrid_avtale,4638
2021,UH,Alle,hybrid_avtale,3858
2021,Institutt,Alle,hybrid_avtale,484
2021,Helse,Alle,hybrid_avtale,565
2021,Alle,Realfag og teknologi,hybrid_avtale,1987
2021,Alle,Medisin og helsefag,hybrid_avtale,1386
2021,Alle,Samfunnsvitenskap,hybrid_avtale,885
2021,Alle,Humaniora,hybrid_avtale,388
2021,UH,Realfag og teknologi,hybrid_avtale,1449
2021,UH,Medisin og helsefag,hybrid_avtale,1084
2021,UH,Samfunnsvitenskap,hybrid_avtale,678
2021,UH,Humaniora,hybrid_avtale,278
2021,Institutt,Realfag og teknologi,hybrid_avtale,189
2021,Institutt,Medisin og helsefag,hybrid_avtale,134
2021,Institutt,Samfunnsvitenskap,hybrid_avtale,90
2021,Institutt,Humaniora,hybrid_avtale,38
2021,Helse,Realfag og teknologi,hybrid_avtale,229
2021,Helse,Medisin og helsefag,hybrid_avtale,165
2021,Helse,Samfunnsvitenskap,hybrid_avtale,103
2021,Helse,Humaniora,hybrid_avtale,40
2021,Alle,Alle,grønn,4783
2021,UH,Alle,grønn,3266
2021,Institutt,Alle,grønn,551
2021,Helse,Alle,grønn,1040
2021,Alle,Realfag og teknologi,grønn,1684
2021,Alle,Medisin og helsefag,grønn,1409
2021,Alle,Samfunnsvitenskap,grønn,1085
2021,Alle,Humaniora,grønn,596
2021,UH,Realfag og teknologi,grønn,1152
2021,UH,Medisin og helsefag,grønn,868
2021,UH,Samfunnsvitenskap,grønn,632
2021,UH,Humaniora,grønn,353
2021,Institutt,Realfag og teknologi,grønn,211
2021,Institutt,Medisin og helsefag,grønn,178
2021,Institutt,Samfunnsvitenskap,grønn,121
2021,Institutt,Humaniora,grønn,71
2021,Helse,Realfag og teknologi,grønn,378
2021,Helse,Medisin og helsefag,grønn,312
2021,Helse,Samfunnsvitenskap,grønn,221
2021,Helse,Humaniora,grønn,133
2021,Alle,Alle,deponert,32
2021,UH,Alle,deponert,21
2021,Institutt,Alle,deponert,5
2021,Helse,Alle,deponert,5
2021,Alle,Realfag og teknologi,deponert,13
2021,Alle,Medisin og helsefag,deponert,8
2021,Alle,Samfunnsvitenskap,deponert,7
2021,Alle,Humaniora,deponert,4
2021,UH,Realfag og teknologi,deponert,9
2021,UH,Medisin og helsefag,deponert,6
2021,UH,Samfunnsvitenskap,deponert,4
2021,UH,Humaniora,deponert,3
2021,Institutt,Realfag og teknologi,deponert,2
2021,Institutt,Medisin og helsefag,deponert,1
2021,Institutt,Samfunnsvitenskap,deponert,1
2021,Institutt,Humaniora,deponert,1
2021,Helse,Realfag og teknologi,deponert,2
2021,Helse,Medisin og helsefag,deponert,1
2021,Helse,Samfunnsvitenskap,deponert,1
2021,Helse,Humaniora,deponert,1
2021,Alle,Alle,lukket,4779
2021,UH,Alle,lukket,3342
2021,Institutt,Alle,lukket,860
2021,Helse,Alle,lukket,700
2021,Alle,Realfag og teknologi,lukket,1894
2021,Alle,Medisin og helsefag,lukket,1168
2021,Alle,Samfunnsvitenskap,lukket,1105
2021,Alle,Humaniora,lukket,626
2021,UH,Realfag og teknologi,lukket,1116
2021,UH,Medisin og helsefag,lukket,916
2021,UH,Samfunnsvitenskap,lukket,767
2021,UH,Humaniora,lukket,462
2021,Institutt,Realfag og teknologi,lukket,332
2021,Institutt,Medisin og helsefag,lukket,233
